station,well,band,day,date,dye,medium,peak,conc
1,RW-02,1,63,3/9/2020,fluorescein,carbon,ND,ND
2,VE-02,1,63,3/9/2020,fluorescein,carbon,ND,ND
18,RW-12,1,63,3/9/2020,fluorescein,carbon,519.1,1.56
19,RW-10,1,63,3/9/2020,fluorescein,carbon,ND,ND
3,RW-04,2,63,3/9/2020,fluorescein,carbon,ND,ND
4,RW-06,2,63,3/9/2020,fluorescein,carbon,ND,ND
5,RW-07,2,63,3/9/2020,fluorescein,carbon,ND,ND
6,RW-08,2,63,3/9/2020,fluorescein,carbon,ND,ND
20,RW-05,2,63,3/9/2020,fluorescein,carbon,ND,ND
21,EMW-20,2,63,3/9/2020,fluorescein,carbon,ND,ND
7,EMW-07,3,63,3/9/2020,fluorescein,carbon,514.7,1.06
8,EMW-11,3,63,3/9/2020,fluorescein,carbon,515.4,1.06
9,EMW-12,3,63,3/9/2020,fluorescein,carbon,ND,ND
22,EMW-13,3,63,3/9/2020,fluorescein,carbon,ND,ND
10,EMW-18,4,63,3/9/2020,fluorescein,carbon,*,*
11,EMW-19,4,63,3/9/2020,fluorescein,carbon,*,*
12,EMW-21,4.5,63,3/9/2020,fluorescein,carbon,*,*
13,EMW-01,5,63,3/9/2020,fluorescein,carbon,*,*
14,EMW-02,5,63,3/9/2020,fluorescein,carbon,*,*
23,RW-13,0,63,3/9/2020,RWT,carbon,ND,ND
24,EMW-14,0,63,3/9/2020,RWT,carbon,ND,ND
25,RW-01,0,63,3/9/2020,RWT,carbon,ND,ND
26,RW-03,0,63,3/9/2020,RWT,carbon,*,*
1,RW-02,1,63,3/9/2020,RWT,carbon,ND,ND
2,VE-02,1,63,3/9/2020,RWT,carbon,568.0,2.65
18,RW-12,1,63,3/9/2020,RWT,carbon,ND,ND
19,RW-10,1,63,3/9/2020,RWT,carbon,ND,ND
3,RW-04,2,63,3/9/2020,RWT,carbon,568.4,40.7
4,RW-06,2,63,3/9/2020,RWT,carbon,ND,ND
5,RW-07,2,63,3/9/2020,RWT,carbon,ND,ND
6,RW-08,2,63,3/9/2020,RWT,carbon,ND,ND
20,RW-05,2,63,3/9/2020,RWT,carbon,ND,ND
21,EMW-20,2,63,3/9/2020,RWT,carbon,ND,ND
7,EMW-07,3,63,3/9/2020,RWT,carbon,ND,ND
8,EMW-11,3,63,3/9/2020,RWT,carbon,ND,ND
9,EMW-12,3,63,3/9/2020,RWT,carbon,ND,ND
22,EMW-13,3,63,3/9/2020,RWT,carbon,ND,ND
10,EMW-18,4,63,3/9/2020,RWT,carbon,*,*
11,EMW-19,4,63,3/9/2020,RWT,carbon,*,*
12,EMW-21,4.5,63,3/9/2020,RWT,carbon,*,*
13,EMW-01,5,63,3/9/2020,RWT,carbon,*,*
14,EMW-02,5,63,3/9/2020,RWT,carbon,*,*
23,RW-13,0,70,3/16/2020,fluorescein,groundwater,-,-
24,EMW-14,0,70,3/16/2020,fluorescein,groundwater,-,-
25,RW-01,0,70,3/16/2020,fluorescein,groundwater,-,-
26,RW-03,0,70,3/16/2020,fluorescein,groundwater,ND,ND
1,RW-02,1,70,3/16/2020,fluorescein,groundwater,-,-
2,VE-02,1,70,3/16/2020,fluorescein,groundwater,-,-
18,RW-12,1,70,3/16/2020,fluorescein,groundwater,513.2,0.256
19,RW-10,1,70,3/16/2020,fluorescein,groundwater,-,-
3,RW-04,2,70,3/16/2020,fluorescein,groundwater,ND,ND
4,RW-06,2,70,3/16/2020,fluorescein,groundwater,-,-
5,RW-07,2,70,3/16/2020,fluorescein,groundwater,-,-
6,RW-08,2,70,3/16/2020,fluorescein,groundwater,-,-
20,RW-05,2,70,3/16/2020,fluorescein,groundwater,-,-
21,EMW-20,2,70,3/16/2020,fluorescein,groundwater,-,-
7,EMW-07,3,70,3/16/2020,fluorescein,groundwater,ND,ND
8,EMW-11,3,70,3/16/2020,fluorescein,groundwater,ND,ND
9,EMW-12,3,70,3/16/2020,fluorescein,groundwater,-,-
22,EMW-13,3,70,3/16/2020,fluorescein,groundwater,-,-
10,EMW-18,4,70,3/16/2020,fluorescein,groundwater,ND,ND
11,EMW-19,4,70,3/16/2020,fluorescein,groundwater,-,-
12,EMW-21,4.5,70,3/16/2020,fluorescein,groundwater,-,-
13,EMW-01,5,70,3/16/2020,fluorescein,groundwater,-,-
14,EMW-02,5,70,3/16/2020,fluorescein,groundwater,-,-
23,RW-13,0,70,3/16/2020,RWT,groundwater,-,-
24,EMW-14,0,70,3/16/2020,RWT,groundwater,-,-
25,RW-01,0,70,3/16/2020,RWT,groundwater,-,-
26,RW-03,0,70,3/16/2020,RWT,groundwater,ND,ND
1,RW-02,1,70,3/16/2020,RWT,groundwater,-,-
2,VE-02,1,70,3/16/2020,RWT,groundwater,-,-
18,RW-12,1,70,3/16/2020,RWT,groundwater,ND,ND
19,RW-10,1,70,3/16/2020,RWT,groundwater,-,-
3,RW-04,2,70,3/16/2020,RWT,groundwater,ND,ND
4,RW-06,2,70,3/16/2020,RWT,groundwater,-,-
5,RW-07,2,70,3/16/2020,RWT,groundwater,-,-
6,RW-08,2,70,3/16/2020,RWT,groundwater,-,-
20,RW-05,2,70,3/16/2020,RWT,groundwater,-,-
21,EMW-20,2,70,3/16/2020,RWT,groundwater,-,-
7,EMW-07,3,70,3/16/2020,RWT,groundwater,ND,ND
8,EMW-11,3,70,3/16/2020,RWT,groundwater,ND,ND
9,EMW-12,3,70,3/16/2020,RWT,groundwater,-,-
22,EMW-13,3,70,3/16/2020,RWT,groundwater,-,-
10,EMW-18,4,70,3/16/2020,RWT,groundwater,ND,ND
11,EMW-19,4,70,3/16/2020,RWT,groundwater,-,-
12,EMW-21,4.5,70,3/16/2020,RWT,groundwater,-,-
13,EMW-01,5,70,3/16/2020,RWT,groundwater,-,-
14,EMW-02,5,70,3/16/2020,RWT,groundwater,-,-
23,RW-13,0,70,3/16/2020,fluorescein,carbon,ND,ND
24,EMW-14,0,70,3/16/2020,fluorescein,carbon,ND,ND
25,RW-01,0,70,3/16/2020,fluorescein,carbon,ND,ND
26,RW-03,0,70,3/16/2020,fluorescein,carbon,*,*
1,RW-02,1,70,3/16/2020,fluorescein,carbon,ND,ND
2,VE-02,1,70,3/16/2020,fluorescein,carbon,ND,ND
18,RW-12,1,70,3/16/2020,fluorescein,carbon,519.1,26.1
19,RW-10,1,70,3/16/2020,fluorescein,carbon,ND,ND
3,RW-04,2,70,3/16/2020,fluorescein,carbon,ND,ND
4,RW-06,2,70,3/16/2020,fluorescein,carbon,ND,ND
5,RW-07,2,70,3/16/2020,fluorescein,carbon,ND,ND
6,RW-08,2,70,3/16/2020,fluorescein,carbon,ND,ND
20,RW-05,2,70,3/16/2020,fluorescein,carbon,ND,ND
21,EMW-20,2,70,3/16/2020,fluorescein,carbon,ND,ND
7,EMW-07,3,70,3/16/2020,fluorescein,carbon,515.8,0.274
8,EMW-11,3,70,3/16/2020,fluorescein,carbon,516.1,3.78
9,EMW-12,3,70,3/16/2020,fluorescein,carbon,ND,ND
22,EMW-13,3,70,3/16/2020,fluorescein,carbon,ND,ND
10,EMW-18,4,70,3/16/2020,fluorescein,carbon,519.8,0.314
11,EMW-19,4,70,3/16/2020,fluorescein,carbon,ND,ND
12,EMW-21,4.5,70,3/16/2020,fluorescein,carbon,ND,ND
13,EMW-01,5,70,3/16/2020,fluorescein,carbon,ND,ND
14,EMW-02,5,70,3/16/2020,fluorescein,carbon,ND,ND
23,RW-13,0,70,3/16/2020,RWT,carbon,ND,ND
24,EMW-14,0,70,3/16/2020,RWT,carbon,ND,ND
25,RW-01,0,70,3/16/2020,RWT,carbon,ND,ND
26,RW-03,0,70,3/16/2020,RWT,carbon,*,*
1,RW-02,1,70,3/16/2020,RWT,carbon,ND,ND
2,VE-02,1,70,3/16/2020,RWT,carbon,ND,ND
18,RW-12,1,70,3/16/2020,RWT,carbon,ND,ND
19,RW-10,1,70,3/16/2020,RWT,carbon,ND,ND
3,RW-04,2,70,3/16/2020,RWT,carbon,567.6,35.4
4,RW-06,2,70,3/16/2020,RWT,carbon,ND,ND
5,RW-07,2,70,3/16/2020,RWT,carbon,ND,ND
6,RW-08,2,70,3/16/2020,RWT,carbon,ND,ND
20,RW-05,2,70,3/16/2020,RWT,carbon,ND,ND
21,EMW-20,2,70,3/16/2020,RWT,carbon,ND,ND
7,EMW-07,3,70,3/16/2020,RWT,carbon,ND,ND
8,EMW-11,3,70,3/16/2020,RWT,carbon,ND,ND
9,EMW-12,3,70,3/16/2020,RWT,carbon,ND,ND
22,EMW-13,3,70,3/16/2020,RWT,carbon,ND,ND
10,EMW-18,4,70,3/16/2020,RWT,carbon,568.2,0.945
11,EMW-19,4,70,3/16/2020,RWT,carbon,ND,ND
12,EMW-21,4.5,70,3/16/2020,RWT,carbon,ND,ND
13,EMW-01,5,70,3/16/2020,RWT,carbon,ND,ND
14,EMW-02,5,70,3/16/2020,RWT,carbon,ND,ND
23,RW-13,0,77,3/23/2020,fluorescein,groundwater,-,-
24,EMW-14,0,77,3/23/2020,fluorescein,groundwater,-,-
25,RW-01,0,77,3/23/2020,fluorescein,groundwater,*,*
26,RW-03,0,77,3/23/2020,fluorescein,groundwater,*,*
1,RW-02,1,77,3/23/2020,fluorescein,groundwater,*,*
2,VE-02,1,77,3/23/2020,fluorescein,groundwater,*,*
18,RW-12,1,77,3/23/2020,fluorescein,groundwater,*,*
19,RW-10,1,77,3/23/2020,fluorescein,groundwater,*,*
3,RW-04,2,77,3/23/2020,fluorescein,groundwater,*,*
4,RW-06,2,77,3/23/2020,fluorescein,groundwater,*,*
5,RW-07,2,77,3/23/2020,fluorescein,groundwater,*,*
6,RW-08,2,77,3/23/2020,fluorescein,groundwater,*,*
20,RW-05,2,77,3/23/2020,fluorescein,groundwater,*,*
21,EMW-20,2,77,3/23/2020,fluorescein,groundwater,ND,ND
7,EMW-07,3,77,3/23/2020,fluorescein,groundwater,-,-
8,EMW-11,3,77,3/23/2020,fluorescein,groundwater,ND,ND
9,EMW-12,3,77,3/23/2020,fluorescein,groundwater,-,-
22,EMW-13,3,77,3/23/2020,fluorescein,groundwater,-,-
10,EMW-18,4,77,3/23/2020,fluorescein,groundwater,*,*
11,EMW-19,4,77,3/23/2020,fluorescein,groundwater,*,*
12,EMW-21,4.5,77,3/23/2020,fluorescein,groundwater,*,*
13,EMW-01,5,77,3/23/2020,fluorescein,groundwater,*,*
14,EMW-02,5,77,3/23/2020,fluorescein,groundwater,*,*
23,RW-13,0,77,3/23/2020,RWT,groundwater,-,-
24,EMW-14,0,77,3/23/2020,RWT,groundwater,-,-
25,RW-01,0,77,3/23/2020,RWT,groundwater,*,*
26,RW-03,0,77,3/23/2020,RWT,groundwater,*,*
1,RW-02,1,77,3/23/2020,RWT,groundwater,*,*
2,VE-02,1,77,3/23/2020,RWT,groundwater,*,*
18,RW-12,1,77,3/23/2020,RWT,groundwater,*,*
19,RW-10,1,77,3/23/2020,RWT,groundwater,*,*
3,RW-04,2,77,3/23/2020,RWT,groundwater,*,*
4,RW-06,2,77,3/23/2020,RWT,groundwater,*,*
5,RW-07,2,77,3/23/2020,RWT,groundwater,*,*
6,RW-08,2,77,3/23/2020,RWT,groundwater,*,*
20,RW-05,2,77,3/23/2020,RWT,groundwater,*,*
21,EMW-20,2,77,3/23/2020,RWT,groundwater,ND,ND
7,EMW-07,3,77,3/23/2020,RWT,groundwater,-,-
8,EMW-11,3,77,3/23/2020,RWT,groundwater,ND,ND
9,EMW-12,3,77,3/23/2020,RWT,groundwater,-,-
22,EMW-13,3,77,3/23/2020,RWT,groundwater,-,-
10,EMW-18,4,77,3/23/2020,RWT,groundwater,*,*
11,EMW-19,4,77,3/23/2020,RWT,groundwater,*,*
12,EMW-21,4.5,77,3/23/2020,RWT,groundwater,*,*
13,EMW-01,5,77,3/23/2020,RWT,groundwater,*,*
14,EMW-02,5,77,3/23/2020,RWT,groundwater,*,*
23,RW-13,0,77,3/23/2020,fluorescein,carbon,ND,ND
24,EMW-14,0,77,3/23/2020,fluorescein,carbon,ND,ND
25,RW-01,0,77,3/23/2020,fluorescein,carbon,*,*
26,RW-03,0,77,3/23/2020,fluorescein,carbon,*,*
1,RW-02,1,77,3/23/2020,fluorescein,carbon,*,*
2,VE-02,1,77,3/23/2020,fluorescein,carbon,*,*
18,RW-12,1,77,3/23/2020,fluorescein,carbon,*,*
19,RW-10,1,77,3/23/2020,fluorescein,carbon,*,*
3,RW-04,2,77,3/23/2020,fluorescein,carbon,*,*
4,RW-06,2,77,3/23/2020,fluorescein,carbon,*,*
5,RW-07,2,77,3/23/2020,fluorescein,carbon,*,*
6,RW-08,2,77,3/23/2020,fluorescein,carbon,*,*
20,RW-05,2,77,3/23/2020,fluorescein,carbon,*,*
21,EMW-20,2,77,3/23/2020,fluorescein,carbon,*,*
7,EMW-07,3,77,3/23/2020,fluorescein,carbon,515.7,0.242
8,EMW-11,3,77,3/23/2020,fluorescein,carbon,516.1,2.10
9,EMW-12,3,77,3/23/2020,fluorescein,carbon,ND,ND
22,EMW-13,3,77,3/23/2020,fluorescein,carbon,ND,ND
10,EMW-18,4,77,3/23/2020,fluorescein,carbon,*,*
11,EMW-19,4,77,3/23/2020,fluorescein,carbon,*,*
12,EMW-21,4.5,77,3/23/2020,fluorescein,carbon,*,*
13,EMW-01,5,77,3/23/2020,fluorescein,carbon,*,*
14,EMW-02,5,77,3/23/2020,fluorescein,carbon,*,*
23,RW-13,0,77,3/23/2020,RWT,carbon,ND,ND
24,EMW-14,0,77,3/23/2020,RWT,carbon,ND,ND
25,RW-01,0,77,3/23/2020,RWT,carbon,*,*
26,RW-03,0,77,3/23/2020,RWT,carbon,*,*
1,RW-02,1,77,3/23/2020,RWT,carbon,*,*
2,VE-02,1,77,3/23/2020,RWT,carbon,*,*
18,RW-12,1,77,3/23/2020,RWT,carbon,*,*
19,RW-10,1,77,3/23/2020,RWT,carbon,*,*
3,RW-04,2,77,3/23/2020,RWT,carbon,*,*
4,RW-06,2,77,3/23/2020,RWT,carbon,*,*
5,RW-07,2,77,3/23/2020,RWT,carbon,*,*
6,RW-08,2,77,3/23/2020,RWT,carbon,*,*
20,RW-05,2,77,3/23/2020,RWT,carbon,*,*
21,EMW-20,2,77,3/23/2020,RWT,carbon,*,*
7,EMW-07,3,77,3/23/2020,RWT,carbon,ND,ND
8,EMW-11,3,77,3/23/2020,RWT,carbon,ND,ND
9,EMW-12,3,77,3/23/2020,RWT,carbon,ND,ND
22,EMW-13,3,77,3/23/2020,RWT,carbon,ND,ND
10,EMW-18,4,77,3/23/2020,RWT,carbon,*,*
11,EMW-19,4,77,3/23/2020,RWT,carbon,*,*
12,EMW-21,4.5,77,3/23/2020,RWT,carbon,*,*
13,EMW-01,5,77,3/23/2020,RWT,carbon,*,*
14,EMW-02,5,77,3/23/2020,RWT,carbon,*,*
23,RW-13,0,84,3/30/2020,fluorescein,groundwater,-,-
24,EMW-14,0,84,3/30/2020,fluorescein,groundwater,-,-
25,RW-01,0,84,3/30/2020,fluorescein,groundwater,*,*
26,RW-03,0,84,3/30/2020,fluorescein,groundwater,*,*
1,RW-02,1,84,3/30/2020,fluorescein,groundwater,-,-
2,VE-02,1,84,3/30/2020,fluorescein,groundwater,-,-
18,RW-12,1,84,3/30/2020,fluorescein,groundwater,508.7,4.48
19,RW-10,1,84,3/30/2020,fluorescein,groundwater,-,-
3,RW-04,2,84,3/30/2020,fluorescein,groundwater,ND,ND
4,RW-06,2,84,3/30/2020,fluorescein,groundwater,-,-
5,RW-07,2,84,3/30/2020,fluorescein,groundwater,-,-
6,RW-08,2,84,3/30/2020,fluorescein,groundwater,-,-
20,RW-05,2,84,3/30/2020,fluorescein,groundwater,-,-
21,EMW-20,2,84,3/30/2020,fluorescein,groundwater,-,-
7,EMW-07,3,84,3/30/2020,fluorescein,groundwater,-,-
8,EMW-11,3,84,3/30/2020,fluorescein,groundwater,ND,ND
9,EMW-12,3,84,3/30/2020,fluorescein,groundwater,-,-
22,EMW-13,3,84,3/30/2020,fluorescein,groundwater,-,-
10,EMW-18,4,84,3/30/2020,fluorescein,groundwater,-,-
11,EMW-19,4,84,3/30/2020,fluorescein,groundwater,-,-
12,EMW-21,4.5,84,3/30/2020,fluorescein,groundwater,-,-
13,EMW-01,5,84,3/30/2020,fluorescein,groundwater,-,-
14,EMW-02,5,84,3/30/2020,fluorescein,groundwater,-,-
23,RW-13,0,84,3/30/2020,RWT,groundwater,-,-
24,EMW-14,0,84,3/30/2020,RWT,groundwater,-,-
25,RW-01,0,84,3/30/2020,RWT,groundwater,*,*
26,RW-03,0,84,3/30/2020,RWT,groundwater,*,*
1,RW-02,1,84,3/30/2020,RWT,groundwater,-,-
2,VE-02,1,84,3/30/2020,RWT,groundwater,-,-
18,RW-12,1,84,3/30/2020,RWT,groundwater,ND,ND
19,RW-10,1,84,3/30/2020,RWT,groundwater,-,-
3,RW-04,2,84,3/30/2020,RWT,groundwater,ND,ND
4,RW-06,2,84,3/30/2020,RWT,groundwater,-,-
5,RW-07,2,84,3/30/2020,RWT,groundwater,-,-
6,RW-08,2,84,3/30/2020,RWT,groundwater,-,-
20,RW-05,2,84,3/30/2020,RWT,groundwater,-,-
21,EMW-20,2,84,3/30/2020,RWT,groundwater,-,-
7,EMW-07,3,84,3/30/2020,RWT,groundwater,-,-
8,EMW-11,3,84,3/30/2020,RWT,groundwater,ND,ND
9,EMW-12,3,84,3/30/2020,RWT,groundwater,-,-
22,EMW-13,3,84,3/30/2020,RWT,groundwater,-,-
10,EMW-18,4,84,3/30/2020,RWT,groundwater,-,-
11,EMW-19,4,84,3/30/2020,RWT,groundwater,-,-
12,EMW-21,4.5,84,3/30/2020,RWT,groundwater,-,-
13,EMW-01,5,84,3/30/2020,RWT,groundwater,-,-
14,EMW-02,5,84,3/30/2020,RWT,groundwater,-,-
23,RW-13,0,84,3/30/2020,fluorescein,carbon,ND,ND
24,EMW-14,0,84,3/30/2020,fluorescein,carbon,ND,ND
25,RW-01,0,84,3/30/2020,fluorescein,carbon,*,*
26,RW-03,0,84,3/30/2020,fluorescein,carbon,*,*
1,RW-02,1,84,3/30/2020,fluorescein,carbon,ND,ND
2,VE-02,1,84,3/30/2020,fluorescein,carbon,ND,ND
18,RW-12,1,84,3/30/2020,fluorescein,carbon,518.8,1.78
19,RW-10,1,84,3/30/2020,fluorescein,carbon,ND,ND
3,RW-04,2,84,3/30/2020,fluorescein,carbon,ND,ND
4,RW-06,2,84,3/30/2020,fluorescein,carbon,ND,ND
5,RW-07,2,84,3/30/2020,fluorescein,carbon,ND,ND
6,RW-08,2,84,3/30/2020,fluorescein,carbon,ND,ND
20,RW-05,2,84,3/30/2020,fluorescein,carbon,ND,ND
21,EMW-20,2,84,3/30/2020,fluorescein,carbon,ND,ND
7,EMW-07,3,84,3/30/2020,fluorescein,carbon,ND,ND
8,EMW-11,3,84,3/30/2020,fluorescein,carbon,517.1,1.24
9,EMW-12,3,84,3/30/2020,fluorescein,carbon,ND,ND
22,EMW-13,3,84,3/30/2020,fluorescein,carbon,ND,ND
10,EMW-18,4,84,3/30/2020,fluorescein,carbon,ND,ND
11,EMW-19,4,84,3/30/2020,fluorescein,carbon,ND,ND
12,EMW-21,4.5,84,3/30/2020,fluorescein,carbon,ND,ND
13,EMW-01,5,84,3/30/2020,fluorescein,carbon,ND,ND
14,EMW-02,5,84,3/30/2020,fluorescein,carbon,ND,ND
23,RW-13,0,84,3/30/2020,RWT,carbon,ND,ND
24,EMW-14,0,84,3/30/2020,RWT,carbon,ND,ND
25,RW-01,0,84,3/30/2020,RWT,carbon,*,*
26,RW-03,0,84,3/30/2020,RWT,carbon,*,*
1,RW-02,1,84,3/30/2020,RWT,carbon,ND,ND
2,VE-02,1,84,3/30/2020,RWT,carbon,ND,ND
18,RW-12,1,84,3/30/2020,RWT,carbon,ND,ND
19,RW-10,1,84,3/30/2020,RWT,carbon,ND,ND
3,RW-04,2,84,3/30/2020,RWT,carbon,567.3,89.7
4,RW-06,2,84,3/30/2020,RWT,carbon,ND,ND
5,RW-07,2,84,3/30/2020,RWT,carbon,ND,ND
6,RW-08,2,84,3/30/2020,RWT,carbon,ND,ND
20,RW-05,2,84,3/30/2020,RWT,carbon,ND,ND
21,EMW-20,2,84,3/30/2020,RWT,carbon,ND,ND
7,EMW-07,3,84,3/30/2020,RWT,carbon,ND,ND
8,EMW-11,3,84,3/30/2020,RWT,carbon,ND,ND
9,EMW-12,3,84,3/30/2020,RWT,carbon,ND,ND
22,EMW-13,3,84,3/30/2020,RWT,carbon,ND,ND
10,EMW-18,4,84,3/30/2020,RWT,carbon,ND,ND
11,EMW-19,4,84,3/30/2020,RWT,carbon,ND,ND
12,EMW-21,4.5,84,3/30/2020,RWT,carbon,ND,ND
13,EMW-01,5,84,3/30/2020,RWT,carbon,ND,ND
14,EMW-02,5,84,3/30/2020,RWT,carbon,ND,ND
23,RW-13,0,91,4/6/2020,fluorescein,groundwater,-,-
24,EMW-14,0,91,4/6/2020,fluorescein,groundwater,-,-
25,RW-01,0,91,4/6/2020,fluorescein,groundwater,*,*
26,RW-03,0,91,4/6/2020,fluorescein,groundwater,*,*
1,RW-02,1,91,4/6/2020,fluorescein,groundwater,-,-
2,VE-02,1,91,4/6/2020,fluorescein,groundwater,-,-
18,RW-12,1,91,4/6/2020,fluorescein,groundwater,508.7,4.48
19,RW-10,1,91,4/6/2020,fluorescein,groundwater,-,-
3,RW-04,2,91,4/6/2020,fluorescein,groundwater,ND,ND
4,RW-06,2,91,4/6/2020,fluorescein,groundwater,-,-
5,RW-07,2,91,4/6/2020,fluorescein,groundwater,-,-
6,RW-08,2,91,4/6/2020,fluorescein,groundwater,-,-
20,RW-05,2,91,4/6/2020,fluorescein,groundwater,-,-
21,EMW-20,2,91,4/6/2020,fluorescein,groundwater,-,-
7,EMW-07,3,91,4/6/2020,fluorescein,groundwater,-,-
8,EMW-11,3,91,4/6/2020,fluorescein,groundwater,ND,ND
9,EMW-12,3,91,4/6/2020,fluorescein,groundwater,-,-
22,EMW-13,3,91,4/6/2020,fluorescein,groundwater,-,-
10,EMW-18,4,91,4/6/2020,fluorescein,groundwater,-,-
11,EMW-19,4,91,4/6/2020,fluorescein,groundwater,-,-
12,EMW-21,4.5,91,4/6/2020,fluorescein,groundwater,-,-
13,EMW-01,5,91,4/6/2020,fluorescein,groundwater,-,-
14,EMW-02,5,91,4/6/2020,fluorescein,groundwater,-,-
23,RW-13,0,91,4/6/2020,RWT,groundwater,-,-
24,EMW-14,0,91,4/6/2020,RWT,groundwater,-,-
25,RW-01,0,91,4/6/2020,RWT,groundwater,*,*
26,RW-03,0,91,4/6/2020,RWT,groundwater,*,*
1,RW-02,1,91,4/6/2020,RWT,groundwater,-,-
2,VE-02,1,91,4/6/2020,RWT,groundwater,-,-
18,RW-12,1,91,4/6/2020,RWT,groundwater,ND,ND
19,RW-10,1,91,4/6/2020,RWT,groundwater,-,-
3,RW-04,2,91,4/6/2020,RWT,groundwater,ND,ND
4,RW-06,2,91,4/6/2020,RWT,groundwater,-,-
5,RW-07,2,91,4/6/2020,RWT,groundwater,-,-
6,RW-08,2,91,4/6/2020,RWT,groundwater,-,-
20,RW-05,2,91,4/6/2020,RWT,groundwater,-,-
21,EMW-20,2,91,4/6/2020,RWT,groundwater,-,-
7,EMW-07,3,91,4/6/2020,RWT,groundwater,-,-
8,EMW-11,3,91,4/6/2020,RWT,groundwater,ND,ND
9,EMW-12,3,91,4/6/2020,RWT,groundwater,-,-
22,EMW-13,3,91,4/6/2020,RWT,groundwater,-,-
10,EMW-18,4,91,4/6/2020,RWT,groundwater,-,-
11,EMW-19,4,91,4/6/2020,RWT,groundwater,-,-
12,EMW-21,4.5,91,4/6/2020,RWT,groundwater,-,-
13,EMW-01,5,91,4/6/2020,RWT,groundwater,-,-
14,EMW-02,5,91,4/6/2020,RWT,groundwater,-,-
23,RW-13,0,91,4/6/2020,fluorescein,carbon,ND,ND
24,EMW-14,0,91,4/6/2020,fluorescein,carbon,ND,ND
25,RW-01,0,91,4/6/2020,fluorescein,carbon,*,*
26,RW-03,0,91,4/6/2020,fluorescein,carbon,*,*
1,RW-02,1,91,4/6/2020,fluorescein,carbon,ND,ND
2,VE-02,1,91,4/6/2020,fluorescein,carbon,ND,ND
18,RW-12,1,91,4/6/2020,fluorescein,carbon,515.8,7.87
19,RW-10,1,91,4/6/2020,fluorescein,carbon,ND,ND
3,RW-04,2,91,4/6/2020,fluorescein,carbon,ND,ND
4,RW-06,2,91,4/6/2020,fluorescein,carbon,ND,ND
5,RW-07,2,91,4/6/2020,fluorescein,carbon,ND,ND
6,RW-08,2,91,4/6/2020,fluorescein,carbon,ND,ND
20,RW-05,2,91,4/6/2020,fluorescein,carbon,ND,ND
21,EMW-20,2,91,4/6/2020,fluorescein,carbon,ND,ND
7,EMW-07,3,91,4/6/2020,fluorescein,carbon,514.6,0.231
8,EMW-11,3,91,4/6/2020,fluorescein,carbon,517.4,1.19
9,EMW-12,3,91,4/6/2020,fluorescein,carbon,ND,ND
22,EMW-13,3,91,4/6/2020,fluorescein,carbon,ND,ND
10,EMW-18,4,91,4/6/2020,fluorescein,carbon,*,*
11,EMW-19,4,91,4/6/2020,fluorescein,carbon,*,*
12,EMW-21,4.5,91,4/6/2020,fluorescein,carbon,*,*
13,EMW-01,5,91,4/6/2020,fluorescein,carbon,*,*
14,EMW-02,5,91,4/6/2020,fluorescein,carbon,*,*
23,RW-13,0,91,4/6/2020,RWT,carbon,ND,ND
24,EMW-14,0,91,4/6/2020,RWT,carbon,ND,ND
25,RW-01,0,91,4/6/2020,RWT,carbon,*,*
