station,well,band,day,date,dye,medium,peak,conc
26,RW-03,0,91,4/6/2020,RWT,carbon,*,*
1,RW-02,1,91,4/6/2020,RWT,carbon,ND,ND
2,VE-02,1,91,4/6/2020,RWT,carbon,ND,ND
18,RW-12,1,91,4/6/2020,RWT,carbon,ND,ND
19,RW-10,1,91,4/6/2020,RWT,carbon,ND,ND
3,RW-04,2,91,4/6/2020,RWT,carbon,567.6,34.6
4,RW-06,2,91,4/6/2020,RWT,carbon,ND,ND
5,RW-07,2,91,4/6/2020,RWT,carbon,ND,ND
6,RW-08,2,91,4/6/2020,RWT,carbon,ND,ND
20,RW-05,2,91,4/6/2020,RWT,carbon,ND,ND
21,EMW-20,2,91,4/6/2020,RWT,carbon,ND,ND
7,EMW-07,3,91,4/6/2020,RWT,carbon,ND,ND
8,EMW-11,3,91,4/6/2020,RWT,carbon,ND,ND
9,EMW-12,3,91,4/6/2020,RWT,carbon,ND,ND
22,EMW-13,3,91,4/6/2020,RWT,carbon,ND,ND
10,EMW-18,4,91,4/6/2020,RWT,carbon,*,*
11,EMW-19,4,91,4/6/2020,RWT,carbon,*,*
12,EMW-21,4.5,91,4/6/2020,RWT,carbon,*,*
13,EMW-01,5,91,4/6/2020,RWT,carbon,*,*
14,EMW-02,5,91,4/6/2020,RWT,carbon,*,*
23,RW-13,0,98,4/13/2020,fluorescein,groundwater,-,-
24,EMW-14,0,98,4/13/2020,fluorescein,groundwater,-,-
25,RW-01,0,98,4/13/2020,fluorescein,groundwater,*,*
26,RW-03,0,98,4/13/2020,fluorescein,groundwater,*,*
1,RW-02,1,98,4/13/2020,fluorescein,groundwater,-,-
2,VE-02,1,98,4/13/2020,fluorescein,groundwater,-,-
18,RW-12,1,98,4/13/2020,fluorescein,groundwater,509.2,0.177
19,RW-10,1,98,4/13/2020,fluorescein,groundwater,-,-
3,RW-04,2,98,4/13/2020,fluorescein,groundwater,ND,ND
4,RW-06,2,98,4/13/2020,fluorescein,groundwater,-,-
5,RW-07,2,98,4/13/2020,fluorescein,groundwater,-,-
6,RW-08,2,98,4/13/2020,fluorescein,groundwater,-,-
20,RW-05,2,98,4/13/2020,fluorescein,groundwater,-,-
21,EMW-20,2,98,4/13/2020,fluorescein,groundwater,-,-
7,EMW-07,3,98,4/13/2020,fluorescein,groundwater,-,-
8,EMW-11,3,98,4/13/2020,fluorescein,groundwater,ND,ND
9,EMW-12,3,98,4/13/2020,fluorescein,groundwater,-,-
22,EMW-13,3,98,4/13/2020,fluorescein,groundwater,-,-
10,EMW-18,4,98,4/13/2020,fluorescein,groundwater,-,-
11,EMW-19,4,98,4/13/2020,fluorescein,groundwater,-,-
12,EMW-21,4.5,98,4/13/2020,fluorescein,groundwater,-,-
13,EMW-01,5,98,4/13/2020,fluorescein,groundwater,-,-
14,EMW-02,5,98,4/13/2020,fluorescein,groundwater,-,-
23,RW-13,0,98,4/13/2020,RWT,groundwater,-,-
24,EMW-14,0,98,4/13/2020,RWT,groundwater,-,-
25,RW-01,0,98,4/13/2020,RWT,groundwater,*,*
26,RW-03,0,98,4/13/2020,RWT,groundwater,*,*
1,RW-02,1,98,4/13/2020,RWT,groundwater,-,-
2,VE-02,1,98,4/13/2020,RWT,groundwater,-,-
18,RW-12,1,98,4/13/2020,RWT,groundwater,ND,ND
19,RW-10,1,98,4/13/2020,RWT,groundwater,-,-
3,RW-04,2,98,4/13/2020,RWT,groundwater,573,0.04
4,RW-06,2,98,4/13/2020,RWT,groundwater,-,-
5,RW-07,2,98,4/13/2020,RWT,groundwater,-,-
6,RW-08,2,98,4/13/2020,RWT,groundwater,-,-
20,RW-05,2,98,4/13/2020,RWT,groundwater,-,-
21,EMW-20,2,98,4/13/2020,RWT,groundwater,-,-
7,EMW-07,3,98,4/13/2020,RWT,groundwater,573.5,19.3
8,EMW-11,3,98,4/13/2020,RWT,groundwater,ND,ND
9,EMW-12,3,98,4/13/2020,RWT,groundwater,-,-
22,EMW-13,3,98,4/13/2020,RWT,groundwater,-,-
10,EMW-18,4,98,4/13/2020,RWT,groundwater,-,-
11,EMW-19,4,98,4/13/2020,RWT,groundwater,-,-
12,EMW-21,4.5,98,4/13/2020,RWT,groundwater,-,-
13,EMW-01,5,98,4/13/2020,RWT,groundwater,-,-
14,EMW-02,5,98,4/13/2020,RWT,groundwater,-,-
23,RW-13,0,98,4/13/2020,fluorescein,carbon,ND,ND
24,EMW-14,0,98,4/13/2020,fluorescein,carbon,ND,ND
25,RW-01,0,98,4/13/2020,fluorescein,carbon,*,*
26,RW-03,0,98,4/13/2020,fluorescein,carbon,*,*
1,RW-02,1,98,4/13/2020,fluorescein,carbon,*,*
2,VE-02,1,98,4/13/2020,fluorescein,carbon,*,*
18,RW-12,1,98,4/13/2020,fluorescein,carbon,516,3.33
19,RW-10,1,98,4/13/2020,fluorescein,carbon,*,*
3,RW-04,2,98,4/13/2020,fluorescein,carbon,ND,ND
4,RW-06,2,98,4/13/2020,fluorescein,carbon,*,*
5,RW-07,2,98,4/13/2020,fluorescein,carbon,*,*
6,RW-08,2,98,4/13/2020,fluorescein,carbon,*,*
20,RW-05,2,98,4/13/2020,fluorescein,carbon,*,*
21,EMW-20,2,98,4/13/2020,fluorescein,carbon,*,*
7,EMW-07,3,98,4/13/2020,fluorescein,carbon,ND,ND
8,EMW-11,3,98,4/13/2020,fluorescein,carbon,518.6,0.97
9,EMW-12,3,98,4/13/2020,fluorescein,carbon,*,*
22,EMW-13,3,98,4/13/2020,fluorescein,carbon,*,*
10,EMW-18,4,98,4/13/2020,fluorescein,carbon,ND,ND
11,EMW-19,4,98,4/13/2020,fluorescein,carbon,ND,ND
12,EMW-21,4.5,98,4/13/2020,fluorescein,carbon,ND,ND
13,EMW-01,5,98,4/13/2020,fluorescein,carbon,*,*
14,EMW-02,5,98,4/13/2020,fluorescein,carbon,*,*
23,RW-13,0,98,4/13/2020,RWT,carbon,ND,ND
24,EMW-14,0,98,4/13/2020,RWT,carbon,ND,ND
25,RW-01,0,98,4/13/2020,RWT,carbon,*,*
26,RW-03,0,98,4/13/2020,RWT,carbon,*,*
1,RW-02,1,98,4/13/2020,RWT,carbon,*,*
2,VE-02,1,98,4/13/2020,RWT,carbon,*,*
18,RW-12,1,98,4/13/2020,RWT,carbon,ND,ND
19,RW-10,1,98,4/13/2020,RWT,carbon,*,*
3,RW-04,2,98,4/13/2020,RWT,carbon,567,14
4,RW-06,2,98,4/13/2020,RWT,carbon,*,*
5,RW-07,2,98,4/13/2020,RWT,carbon,*,*
6,RW-08,2,98,4/13/2020,RWT,carbon,*,*
20,RW-05,2,98,4/13/2020,RWT,carbon,*,*
21,EMW-20,2,98,4/13/2020,RWT,carbon,*,*
7,EMW-07,3,98,4/13/2020,RWT,carbon,569,23.8
8,EMW-11,3,98,4/13/2020,RWT,carbon,ND,ND
9,EMW-12,3,98,4/13/2020,RWT,carbon,*,*
22,EMW-13,3,98,4/13/2020,RWT,carbon,*,*
10,EMW-18,4,98,4/13/2020,RWT,carbon,ND,ND
11,EMW-19,4,98,4/13/2020,RWT,carbon,ND,ND
12,EMW-21,4.5,98,4/13/2020,RWT,carbon,ND,ND
13,EMW-01,5,98,4/13/2020,RWT,carbon,*,*
14,EMW-02,5,98,4/13/2020,RWT,carbon,*,*
23,RW-13,0,105,4/20/2020,fluorescein,groundwater,-,-
24,EMW-14,0,105,4/20/2020,fluorescein,groundwater,-,-
25,RW-01,0,105,4/20/2020,fluorescein,groundwater,*,*
26,RW-03,0,105,4/20/2020,fluorescein,groundwater,*,*
1,RW-02,1,105,4/20/2020,fluorescein,groundwater,-,-
2,VE-02,1,105,4/20/2020,fluorescein,groundwater,-,-
18,RW-12,1,105,4/20/2020,fluorescein,groundwater,508.4,0.267
19,RW-10,1,105,4/20/2020,fluorescein,groundwater,-,-
3,RW-04,2,105,4/20/2020,fluorescein,groundwater,ND,ND
4,RW-06,2,105,4/20/2020,fluorescein,groundwater,-,-
5,RW-07,2,105,4/20/2020,fluorescein,groundwater,-,-
6,RW-08,2,105,4/20/2020,fluorescein,groundwater,-,-
20,RW-05,2,105,4/20/2020,fluorescein,groundwater,-,-
21,EMW-20,2,105,4/20/2020,fluorescein,groundwater,-,-
7,EMW-07,3,105,4/20/2020,fluorescein,groundwater,-,-
8,EMW-11,3,105,4/20/2020,fluorescein,groundwater,-,-
9,EMW-12,3,105,4/20/2020,fluorescein,groundwater,-,-
22,EMW-13,3,105,4/20/2020,fluorescein,groundwater,-,-
10,EMW-18,4,105,4/20/2020,fluorescein,groundwater,-,-
11,EMW-19,4,105,4/20/2020,fluorescein,groundwater,-,-
12,EMW-21,4.5,105,4/20/2020,fluorescein,groundwater,-,-
13,EMW-01,5,105,4/20/2020,fluorescein,groundwater,-,-
14,EMW-02,5,105,4/20/2020,fluorescein,groundwater,-,-
23,RW-13,0,105,4/20/2020,RWT,groundwater,-,-
24,EMW-14,0,105,4/20/2020,RWT,groundwater,-,-
25,RW-01,0,105,4/20/2020,RWT,groundwater,*,*
26,RW-03,0,105,4/20/2020,RWT,groundwater,*,*
1,RW-02,1,105,4/20/2020,RWT,groundwater,-,-
2,VE-02,1,105,4/20/2020,RWT,groundwater,-,-
18,RW-12,1,105,4/20/2020,RWT,groundwater,ND,ND
19,RW-10,1,105,4/20/2020,RWT,groundwater,-,-
3,RW-04,2,105,4/20/2020,RWT,groundwater,ND,ND
4,RW-06,2,105,4/20/2020,RWT,groundwater,-,-
5,RW-07,2,105,4/20/2020,RWT,groundwater,-,-
6,RW-08,2,105,4/20/2020,RWT,groundwater,573.8,6230
20,RW-05,2,105,4/20/2020,RWT,groundwater,-,-
21,EMW-20,2,105,4/20/2020,RWT,groundwater,-,-
7,EMW-07,3,105,4/20/2020,RWT,groundwater,573.6,121
8,EMW-11,3,105,4/20/2020,RWT,groundwater,-,-
9,EMW-12,3,105,4/20/2020,RWT,groundwater,-,-
22,EMW-13,3,105,4/20/2020,RWT,groundwater,-,-
10,EMW-18,4,105,4/20/2020,RWT,groundwater,-,-
11,EMW-19,4,105,4/20/2020,RWT,groundwater,-,-
12,EMW-21,4.5,105,4/20/2020,RWT,groundwater,-,-
13,EMW-01,5,105,4/20/2020,RWT,groundwater,-,-
14,EMW-02,5,105,4/20/2020,RWT,groundwater,-,-
23,RW-13,0,105,4/20/2020,fluorescein,carbon,ND,ND
24,EMW-14,0,105,4/20/2020,fluorescein,carbon,*,*
25,RW-01,0,105,4/20/2020,fluorescein,carbon,*,*
26,RW-03,0,105,4/20/2020,fluorescein,carbon,*,*
1,RW-02,1,105,4/20/2020,fluorescein,carbon,*,*
2,VE-02,1,105,4/20/2020,fluorescein,carbon,*,*
18,RW-12,1,105,4/20/2020,fluorescein,carbon,516,21.1
19,RW-10,1,105,4/20/2020,fluorescein,carbon,*,*
3,RW-04,2,105,4/20/2020,fluorescein,carbon,ND,ND
4,RW-06,2,105,4/20/2020,fluorescein,carbon,ND,ND
5,RW-07,2,105,4/20/2020,fluorescein,carbon,ND,ND
6,RW-08,2,105,4/20/2020,fluorescein,carbon,ND,ND
20,RW-05,2,105,4/20/2020,fluorescein,carbon,ND,ND
21,EMW-20,2,105,4/20/2020,fluorescein,carbon,ND,ND
7,EMW-07,3,105,4/20/2020,fluorescein,carbon,ND,ND
8,EMW-11,3,105,4/20/2020,fluorescein,carbon,519.2,0.62
9,EMW-12,3,105,4/20/2020,fluorescein,carbon,ND,ND
22,EMW-13,3,105,4/20/2020,fluorescein,carbon,ND,ND
10,EMW-18,4,105,4/20/2020,fluorescein,carbon,ND,ND
11,EMW-19,4,105,4/20/2020,fluorescein,carbon,*,*
12,EMW-21,4.5,105,4/20/2020,fluorescein,carbon,*,*
13,EMW-01,5,105,4/20/2020,fluorescein,carbon,*,*
14,EMW-02,5,105,4/20/2020,fluorescein,carbon,*,*
23,RW-13,0,105,4/20/2020,RWT,carbon,ND,ND
24,EMW-14,0,105,4/20/2020,RWT,carbon,*,*
25,RW-01,0,105,4/20/2020,RWT,carbon,*,*
26,RW-03,0,105,4/20/2020,RWT,carbon,*,*
1,RW-02,1,105,4/20/2020,RWT,carbon,*,*
2,VE-02,1,105,4/20/2020,RWT,carbon,*,*
18,RW-12,1,105,4/20/2020,RWT,carbon,ND,ND
19,RW-10,1,105,4/20/2020,RWT,carbon,*,*
3,RW-04,2,105,4/20/2020,RWT,carbon,566.9,5.44
4,RW-06,2,105,4/20/2020,RWT,carbon,ND,ND
5,RW-07,2,105,4/20/2020,RWT,carbon,ND,ND
6,RW-08,2,105,4/20/2020,RWT,carbon,566.2,81900
20,RW-05,2,105,4/20/2020,RWT,carbon,ND,ND
21,EMW-20,2,105,4/20/2020,RWT,carbon,ND,ND
7,EMW-07,3,105,4/20/2020,RWT,carbon,567,495
8,EMW-11,3,105,4/20/2020,RWT,carbon,ND,ND
9,EMW-12,3,105,4/20/2020,RWT,carbon,ND,ND
22,EMW-13,3,105,4/20/2020,RWT,carbon,ND,ND
10,EMW-18,4,105,4/20/2020,RWT,carbon,ND,ND
11,EMW-19,4,105,4/20/2020,RWT,carbon,*,*
12,EMW-21,4.5,105,4/20/2020,RWT,carbon,*,*
13,EMW-01,5,105,4/20/2020,RWT,carbon,*,*
14,EMW-02,5,105,4/20/2020,RWT,carbon,*,*
23,RW-13,0,112,4/27/2020,fluorescein,groundwater,-,-
24,EMW-14,0,112,4/27/2020,fluorescein,groundwater,-,-
25,RW-01,0,112,4/27/2020,fluorescein,groundwater,*,*
26,RW-03,0,112,4/27/2020,fluorescein,groundwater,*,*
1,RW-02,1,112,4/27/2020,fluorescein,groundwater,-,-
2,VE-02,1,112,4/27/2020,fluorescein,groundwater,-,-
18,RW-12,1,112,4/27/2020,fluorescein,groundwater,507.6,14.3
19,RW-10,1,112,4/27/2020,fluorescein,groundwater,-,-
3,RW-04,2,112,4/27/2020,fluorescein,groundwater,ND,ND
4,RW-06,2,112,4/27/2020,fluorescein,groundwater,-,-
5,RW-07,2,112,4/27/2020,fluorescein,groundwater,-,-
6,RW-08,2,112,4/27/2020,fluorescein,groundwater,-,-
20,RW-05,2,112,4/27/2020,fluorescein,groundwater,-,-
21,EMW-20,2,112,4/27/2020,fluorescein,groundwater,-,-
7,EMW-07,3,112,4/27/2020,fluorescein,groundwater,ND,ND
8,EMW-11,3,112,4/27/2020,fluorescein,groundwater,-,-
9,EMW-12,3,112,4/27/2020,fluorescein,groundwater,-,-
22,EMW-13,3,112,4/27/2020,fluorescein,groundwater,-,-
10,EMW-18,4,112,4/27/2020,fluorescein,groundwater,-,-
11,EMW-19,4,112,4/27/2020,fluorescein,groundwater,-,-
12,EMW-21,4.5,112,4/27/2020,fluorescein,groundwater,-,-
13,EMW-01,5,112,4/27/2020,fluorescein,groundwater,-,-
14,EMW-02,5,112,4/27/2020,fluorescein,groundwater,-,-
23,RW-13,0,112,4/27/2020,RWT,groundwater,-,-
24,EMW-14,0,112,4/27/2020,RWT,groundwater,-,-
25,RW-01,0,112,4/27/2020,RWT,groundwater,*,*
26,RW-03,0,112,4/27/2020,RWT,groundwater,*,*
1,RW-02,1,112,4/27/2020,RWT,groundwater,-,-
2,VE-02,1,112,4/27/2020,RWT,groundwater,-,-
18,RW-12,1,112,4/27/2020,RWT,groundwater,ND,ND
19,RW-10,1,112,4/27/2020,RWT,groundwater,-,-
3,RW-04,2,112,4/27/2020,RWT,groundwater,ND,ND
4,RW-06,2,112,4/27/2020,RWT,groundwater,-,-
5,RW-07,2,112,4/27/2020,RWT,groundwater,-,-
6,RW-08,2,112,4/27/2020,RWT,groundwater,-,-
20,RW-05,2,112,4/27/2020,RWT,groundwater,-,-
21,EMW-20,2,112,4/27/2020,RWT,groundwater,-,-
7,EMW-07,3,112,4/27/2020,RWT,groundwater,573.2,920
8,EMW-11,3,112,4/27/2020,RWT,groundwater,ND,ND
9,EMW-12,3,112,4/27/2020,RWT,groundwater,-,-
22,EMW-13,3,112,4/27/2020,RWT,groundwater,-,-
10,EMW-18,4,112,4/27/2020,RWT,groundwater,-,-
11,EMW-19,4,112,4/27/2020,RWT,groundwater,-,-
12,EMW-21,4.5,112,4/27/2020,RWT,groundwater,-,-
13,EMW-01,5,112,4/27/2020,RWT,groundwater,-,-
14,EMW-02,5,112,4/27/2020,RWT,groundwater,-,-
23,RW-13,0,112,4/27/2020,fluorescein,carbon,ND,ND
24,EMW-14,0,112,4/27/2020,fluorescein,carbon,ND,ND
25,RW-01,0,112,4/27/2020,fluorescein,carbon,*,*
26,RW-03,0,112,4/27/2020,fluorescein,carbon,*,*
1,RW-02,1,112,4/27/2020,fluorescein,carbon,*,*
2,VE-02,1,112,4/27/2020,fluorescein,carbon,*,*
18,RW-12,1,112,4/27/2020,fluorescein,carbon,516.2,410
19,RW-10,1,112,4/27/2020,fluorescein,carbon,*,*
3,RW-04,2,112,4/27/2020,fluorescein,carbon,ND,ND
4,RW-06,2,112,4/27/2020,fluorescein,carbon,*,*
5,RW-07,2,112,4/27/2020,fluorescein,carbon,*,*
6,RW-08,2,112,4/27/2020,fluorescein,carbon,*,*
20,RW-05,2,112,4/27/2020,fluorescein,carbon,*,*
21,EMW-20,2,112,4/27/2020,fluorescein,carbon,*,*
7,EMW-07,3,112,4/27/2020,fluorescein,carbon,ND,ND
8,EMW-11,3,112,4/27/2020,fluorescein,carbon,519.6,0.46
9,EMW-12,3,112,4/27/2020,fluorescein,carbon,*,*
22,EMW-13,3,112,4/27/2020,fluorescein,carbon,*,*
10,EMW-18,4,112,4/27/2020,fluorescein,carbon,ND,ND
11,EMW-19,4,112,4/27/2020,fluorescein,carbon,ND,ND
12,EMW-21,4.5,112,4/27/2020,fluorescein,carbon,ND,ND
13,EMW-01,5,112,4/27/2020,fluorescein,carbon,*,*
14,EMW-02,5,112,4/27/2020,fluorescein,carbon,*,*
23,RW-13,0,112,4/27/2020,RWT,carbon,ND,ND
24,EMW-14,0,112,4/27/2020,RWT,carbon,ND,ND
25,RW-01,0,112,4/27/2020,RWT,carbon,*,*
26,RW-03,0,112,4/27/2020,RWT,carbon,*,*
1,RW-02,1,112,4/27/2020,RWT,carbon,*,*
2,VE-02,1,112,4/27/2020,RWT,carbon,*,*
18,RW-12,1,112,4/27/2020,RWT,carbon,ND,ND
19,RW-10,1,112,4/27/2020,RWT,carbon,*,*
3,RW-04,2,112,4/27/2020,RWT,carbon,568.4,4.38
4,RW-06,2,112,4/27/2020,RWT,carbon,*,*
5,RW-07,2,112,4/27/2020,RWT,carbon,*,*
6,RW-08,2,112,4/27/2020,RWT,carbon,*,*
20,RW-05,2,112,4/27/2020,RWT,carbon,*,*
21,EMW-20,2,112,4/27/2020,RWT,carbon,*,*
7,EMW-07,3,112,4/27/2020,RWT,carbon,566,8700
8,EMW-11,3,112,4/27/2020,RWT,carbon,ND,ND
9,EMW-12,3,112,4/27/2020,RWT,carbon,*,*
22,EMW-13,3,112,4/27/2020,RWT,carbon,*,*
10,EMW-18,4,112,4/27/2020,RWT,carbon,ND,ND
11,EMW-19,4,112,4/27/2020,RWT,carbon,ND,ND
12,EMW-21,4.5,112,4/27/2020,RWT,carbon,ND,ND
13,EMW-01,5,112,4/27/2020,RWT,carbon,*,*
14,EMW-02,5,112,4/27/2020,RWT,carbon,*,*
23,RW-13,0,119,5/4/2020,fluorescein,groundwater,-,-
24,EMW-14,0,119,5/4/2020,fluorescein,groundwater,-,-
25,RW-01,0,119,5/4/2020,fluorescein,groundwater,*,*
26,RW-03,0,119,5/4/2020,fluorescein,groundwater,*,*
1,RW-02,1,119,5/4/2020,fluorescein,groundwater,ND,ND
2,VE-02,1,119,5/4/2020,fluorescein,groundwater,-,-
18,RW-12,1,119,5/4/2020,fluorescein,groundwater,507.3,22.3
19,RW-10,1,119,5/4/2020,fluorescein,groundwater,-,-
3,RW-04,2,119,5/4/2020,fluorescein,groundwater,ND,ND
4,RW-06,2,119,5/4/2020,fluorescein,groundwater,-,-
5,RW-07,2,119,5/4/2020,fluorescein,groundwater,-,-
6,RW-08,2,119,5/4/2020,fluorescein,groundwater,ND,ND
20,RW-05,2,119,5/4/2020,fluorescein,groundwater,-,-
21,EMW-20,2,119,5/4/2020,fluorescein,groundwater,-,-
7,EMW-07,3,119,5/4/2020,fluorescein,groundwater,ND,ND
8,EMW-11,3,119,5/4/2020,fluorescein,groundwater,-,-
9,EMW-12,3,119,5/4/2020,fluorescein,groundwater,-,-
22,EMW-13,3,119,5/4/2020,fluorescein,groundwater,-,-
10,EMW-18,4,119,5/4/2020,fluorescein,groundwater,-,-
11,EMW-19,4,119,5/4/2020,fluorescein,groundwater,-,-
12,EMW-21,4.5,119,5/4/2020,fluorescein,groundwater,-,-
13,EMW-01,5,119,5/4/2020,fluorescein,groundwater,-,-
14,EMW-02,5,119,5/4/2020,fluorescein,groundwater,-,-
23,RW-13,0,119,5/4/2020,RWT,groundwater,-,-
24,EMW-14,0,119,5/4/2020,RWT,groundwater,-,-
25,RW-01,0,119,5/4/2020,RWT,groundwater,*,*
26,RW-03,0,119,5/4/2020,RWT,groundwater,*,*
1,RW-02,1,119,5/4/2020,RWT,groundwater,573.6,0.837
2,VE-02,1,119,5/4/2020,RWT,groundwater,-,-
18,RW-12,1,119,5/4/2020,RWT,groundwater,ND,ND
19,RW-10,1,119,5/4/2020,RWT,groundwater,-,-
3,RW-04,2,119,5/4/2020,RWT,groundwater,573.6,1.27
4,RW-06,2,119,5/4/2020,RWT,groundwater,-,-
5,RW-07,2,119,5/4/2020,RWT,groundwater,-,-
6,RW-08,2,119,5/4/2020,RWT,groundwater,573.8,75.3
20,RW-05,2,119,5/4/2020,RWT,groundwater,-,-
21,EMW-20,2,119,5/4/2020,RWT,groundwater,-,-
7,EMW-07,3,119,5/4/2020,RWT,groundwater,573,435
8,EMW-11,3,119,5/4/2020,RWT,groundwater,-,-
9,EMW-12,3,119,5/4/2020,RWT,groundwater,-,-
22,EMW-13,3,119,5/4/2020,RWT,groundwater,-,-
10,EMW-18,4,119,5/4/2020,RWT,groundwater,-,-
11,EMW-19,4,119,5/4/2020,RWT,groundwater,-,-
12,EMW-21,4.5,119,5/4/2020,RWT,groundwater,-,-
13,EMW-01,5,119,5/4/2020,RWT,groundwater,-,-
14,EMW-02,5,119,5/4/2020,RWT,groundwater,-,-
23,RW-13,0,119,5/4/2020,fluorescein,carbon,ND,ND
24,EMW-14,0,119,5/4/2020,fluorescein,carbon,ND,ND
25,RW-01,0,119,5/4/2020,fluorescein,carbon,*,*
26,RW-03,0,119,5/4/2020,fluorescein,carbon,*,*
1,RW-02,1,119,5/4/2020,fluorescein,carbon,ND,ND
2,VE-02,1,119,5/4/2020,fluorescein,carbon,ND,ND
18,RW-12,1,119,5/4/2020,fluorescein,carbon,516.5,1770
19,RW-10,1,119,5/4/2020,fluorescein,carbon,*,*
3,RW-04,2,119,5/4/2020,fluorescein,carbon,ND,ND
4,RW-06,2,119,5/4/2020,fluorescein,carbon,ND,ND
5,RW-07,2,119,5/4/2020,fluorescein,carbon,ND,ND
6,RW-08,2,119,5/4/2020,fluorescein,carbon,ND,ND
20,RW-05,2,119,5/4/2020,fluorescein,carbon,*,*
21,EMW-20,2,119,5/4/2020,fluorescein,carbon,ND,ND
7,EMW-07,3,119,5/4/2020,fluorescein,carbon,ND,ND
8,EMW-11,3,119,5/4/2020,fluorescein,carbon,513.4,0.46
9,EMW-12,3,119,5/4/2020,fluorescein,carbon,ND,ND
22,EMW-13,3,119,5/4/2020,fluorescein,carbon,*,*
10,EMW-18,4,119,5/4/2020,fluorescein,carbon,ND,ND
11,EMW-19,4,119,5/4/2020,fluorescein,carbon,ND,ND
12,EMW-21,4.5,119,5/4/2020,fluorescein,carbon,ND,ND
13,EMW-01,5,119,5/4/2020,fluorescein,carbon,ND,ND
14,EMW-02,5,119,5/4/2020,fluorescein,carbon,ND,ND
23,RW-13,0,119,5/4/2020,RWT,carbon,ND,ND
24,EMW-14,0,119,5/4/2020,RWT,carbon,ND,ND
25,RW-01,0,119,5/4/2020,RWT,carbon,*,*
26,RW-03,0,119,5/4/2020,RWT,carbon,*,*
1,RW-02,1,119,5/4/2020,RWT,carbon,567.4,7.07
2,VE-02,1,119,5/4/2020,RWT,carbon,ND,ND
18,RW-12,1,119,5/4/2020,RWT,carbon,ND,ND
19,RW-10,1,119,5/4/2020,RWT,carbon,*,*
3,RW-04,2,119,5/4/2020,RWT,carbon,567.8,1.91
4,RW-06,2,119,5/4/2020,RWT,carbon,ND,ND
5,RW-07,2,119,5/4/2020,RWT,carbon,ND,ND
6,RW-08,2,119,5/4/2020,RWT,carbon,566.1,113000
20,RW-05,2,119,5/4/2020,RWT,carbon,*,*
21,EMW-20,2,119,5/4/2020,RWT,carbon,ND,ND
7,EMW-07,3,119,5/4/2020,RWT,carbon,566.4,14600
8,EMW-11,3,119,5/4/2020,RWT,carbon,ND,ND
9,EMW-12,3,119,5/4/2020,RWT,carbon,ND,ND
22,EMW-13,3,119,5/4/2020,RWT,carbon,*,*
10,EMW-18,4,119,5/4/2020,RWT,carbon,ND,ND
11,EMW-19,4,119,5/4/2020,RWT,carbon,ND,ND
12,EMW-21,4.5,119,5/4/2020,RWT,carbon,ND,ND
13,EMW-01,5,119,5/4/2020,RWT,carbon,ND,ND
14,EMW-02,5,119,5/4/2020,RWT,carbon,ND,ND